timestamp,value
1651478400000,76.41509
1651478460000,76.41509
1651478520000,71.73913
1651478580000,75.0
1651478640000,78.181816
1651478700000,77.27273
1651478760000,74.242424
1651478820000,78.313255
1651478880000,75.71429
1651478940000,75.0
1651479000000,78.333336
1651479060000,76.59574
1651479120000,76.5625
1651479180000,76.59574
1651479240000,74.68355
1651479300000,77.63158
1651479360000,75.94936
1651479420000,75.0
1651479480000,79.166664
1651479540000,72.83951
1651479600000,76.190475
1651479660000,76.92308
1651479720000,78.16092
1651479780000,73.77049
1651479840000,77.64706
1651479900000,77.46479
1651479960000,74.19355
1651480020000,80.28169
1651480080000,72.289154
1651480140000,79.710144
1651480200000,73.49397
1651480260000,77.77778
1651480320000,74.62687
1651480380000,74.4186
1651480440000,80.28169
1651480500000,74.07407
1651480560000,78.48101
1651480620000,74.07407
1651480680000,78.37838
1651480740000,74.68355
1651480800000,77.94118
1651480860000,74.72527
1651480920000,77.77778
1651480980000,74.68355
1651481040000,76.25
1651481100000,76.0
1651481160000,76.47059
1651481220000,73.91304
1651481280000,78.666664
1651481340000,72.97298
1651481400000,80.51948
1651481460000,75.0
1651481520000,78.947365
1651481580000,72.85714
1651481640000,81.159424
1651481700000,74.02597
1651481760000,76.666664
1651481820000,77.21519
1651481880000,77.5
1651481940000,73.23943
1651482000000,73.4375
1651482060000,73.4375
1651482120000,78.75
1651482180000,74.28571
1651482240000,77.27273
1651482300000,76.1194
1651482360000,76.54321
1651482420000,76.47059
1651482480000,76.74419
1651482540000,75.34247
1651482600000,77.64706
1651482660000,77.41936
1651482720000,76.237625
1651482780000,77.586205
1651482840000,76.28866
1651482900000,80.0
1651482960000,75.55556
1651483020000,75.36232
1651483080000,78.666664
1651483140000,75.36232
1651483200000,76.666664
1651483260000,76.47059
1651483320000,75.82417
1651483380000,76.27119
1651483440000,78.313255
1651483500000,75.32468
1651483560000,80.51948
1651483620000,74.28571
1651483680000,77.92208
1651483740000,72.85714
1651483800000,77.64706
1651483860000,75.34247
1651483920000,80.0
1651483980000,73.9726
1651484040000,78.37838
1651484100000,76.25
1651484160000,75.32468
1651484220000,77.92208
1651484280000,75.5814
1651484340000,78.947365
1651484400000,71.604935
1651484460000,79.710144
1651484520000,73.77049
1651484580000,77.77778
1651484640000,78.57143
1651484700000,74.62687
1651484760000,75.94936
1651484820000,78.87324
1651484880000,75.0
1651484940000,79.66102
1651485000000,73.809525
1651485060000,79.166664
1651485120000,72.72727
1651485180000,81.08108
1651485240000,73.333336
1651485300000,80.821915
1651485360000,75.60976
1651485420000,79.66102
1651485480000,76.666664
1651485540000,74.62687
1651485600000,74.28571
1651485660000,74.28571
1651485720000,76.388885
1651485780000,77.38095
1651485840000,77.14286
1651485900000,77.02702
1651485960000,76.5625
1651486020000,77.10844
1651486080000,78.947365
1651486140000,73.611115
1651486200000,76.25
1651486260000,74.69879
1651486320000,73.91304
1651486380000,77.21519
1651486440000,79.710144
1651486500000,74.68355
1651486560000,76.25
1651486620000,76.31579
1651486680000,73.23943
1651486740000,78.40909
1651486800000,73.9726
1651486860000,77.5
1651486920000,72.46377
1651486980000,78.20513
1651487040000,73.49397
1651487100000,80.28169
1651487160000,73.13433
1651487220000,80.21978
1651487280000,72.72727
1651487340000,80.23256
1651487400000,73.9726
1651487460000,77.21519
1651487520000,75.0
1651487580000,77.63158
1651487640000,72.1519
1651487700000,79.10448
1651487760000,75.94936
