timestamp,value
1651478400000,100.0
1651478460000,100.0
1651478520000,100.0
1651478580000,100.0
1651478640000,100.0
1651478700000,100.0
1651478760000,100.0
1651478820000,100.0
1651478880000,100.0
1651478940000,100.0
1651479000000,100.0
1651479060000,100.0
1651479120000,100.0
1651479180000,100.0
1651479240000,100.0
1651479300000,100.0
1651479360000,100.0
1651479420000,100.0
1651479480000,100.0
1651479540000,100.0
1651479600000,100.0
1651479660000,100.0
1651479720000,100.0
1651479780000,100.0
1651479840000,100.0
1651479900000,100.0
1651479960000,100.0
1651480020000,100.0
1651480080000,100.0
1651480140000,100.0
1651480200000,100.0
1651480260000,100.0
1651480320000,100.0
1651480380000,100.0
1651480440000,100.0
1651480500000,100.0
1651480560000,100.0
1651480620000,100.0
1651480680000,100.0
1651480740000,100.0
1651480800000,100.0
1651480860000,100.0
1651480920000,100.0
1651480980000,100.0
1651481040000,100.0
1651481100000,100.0
1651481160000,100.0
1651481220000,100.0
1651481280000,100.0
1651481340000,100.0
1651481400000,100.0
1651481460000,100.0
1651481520000,100.0
1651481580000,100.0
1651481640000,100.0
1651481700000,100.0
1651481760000,100.0
1651481820000,100.0
1651481880000,100.0
1651481940000,100.0
1651482000000,100.0
1651482060000,100.0
1651482120000,100.0
1651482180000,100.0
1651482240000,100.0
1651482300000,100.0
1651482360000,100.0
1651482420000,100.0
1651482480000,100.0
1651482540000,100.0
1651482600000,100.0
1651482660000,100.0
1651482720000,100.0
1651482780000,100.0
1651482840000,100.0
1651482900000,100.0
1651482960000,100.0
1651483020000,100.0
1651483080000,100.0
1651483140000,100.0
1651483200000,100.0
1651483260000,100.0
1651483320000,100.0
1651483380000,100.0
1651483440000,100.0
1651483500000,100.0
1651483560000,100.0
1651483620000,100.0
1651483680000,100.0
1651483740000,100.0
1651483800000,100.0
1651483860000,100.0
1651483920000,100.0
1651483980000,100.0
1651484040000,100.0
1651484100000,100.0
1651484160000,100.0
1651484220000,100.0
1651484280000,100.0
1651484340000,100.0
1651484400000,100.0
1651484460000,100.0
1651484520000,100.0
1651484580000,100.0
1651484640000,100.0
1651484700000,100.0
1651484760000,100.0
1651484820000,100.0
1651484880000,100.0
1651484940000,100.0
1651485000000,100.0
1651485060000,100.0
1651485120000,100.0
1651485180000,100.0
1651485240000,100.0
1651485300000,100.0
1651485360000,100.0
1651485420000,100.0
1651485480000,100.0
1651485540000,100.0
1651485600000,100.0
1651485660000,100.0
1651485720000,100.0
1651485780000,100.0
1651485840000,100.0
1651485900000,100.0
1651485960000,100.0
1651486020000,100.0
1651486080000,100.0
1651486140000,100.0
1651486200000,100.0
1651486260000,100.0
1651486320000,100.0
1651486380000,100.0
1651486440000,100.0
1651486500000,100.0
1651486560000,100.0
1651486620000,100.0
1651486680000,100.0
1651486740000,100.0
1651486800000,100.0
1651486860000,100.0
1651486920000,100.0
1651486980000,100.0
1651487040000,100.0
1651487100000,100.0
1651487160000,100.0
1651487220000,100.0
1651487280000,100.0
1651487340000,100.0
1651487400000,100.0
1651487460000,100.0
1651487520000,100.0
1651487580000,100.0
1651487640000,100.0
1651487700000,100.0
1651487760000,100.0
1651487820000,100.0
1651487880000,100.0
1651487940000,100.0
1651488000000,100.0
1651488060000,100.0
1651488120000,100.0
1651488180000,100.0
1651488240000,100.0
1651488300000,100.0
1651488360000,100.0
1651488420000,100.0
1651488480000,100.0
1651488540000,100.0
1651488600000,100.0
1651488660000,100.0
1651488720000,100.0
1651488780000,100.0
1651488840000,100.0
1651488900000,100.0
1651488960000,100.0
1651489020000,100.0
1651489080000,100.0
1651489140000,100.0
1651489200000,100.0
1651489260000,100.0
1651489320000,100.0
1651489380000,100.0
1651489440000,100.0
1651489500000,100.0
1651489560000,100.0
1651489620000,100.0
1651489680000,100.0
1651489740000,100.0
1651489800000,100.0
1651489860000,100.0
1651489920000,100.0
1651489980000,100.0
1651490040000,100.0
1651490100000,100.0
1651490160000,100.0
1651490220000,100.0
1651490280000,100.0
1651490340000,100.0
1651490400000,100.0
1651490460000,100.0
1651490520000,100.0
1651490580000,100.0
1651490640000,100.0
1651490700000,100.0
1651490760000,100.0
1651490820000,100.0
1651490880000,100.0
1651490940000,100.0
1651491000000,100.0
1651491060000,100.0
1651491120000,100.0
1651491180000,100.0
1651491240000,100.0
1651491300000,100.0
1651491360000,100.0
1651491420000,100.0
1651491480000,100.0
1651491540000,100.0
1651491600000,100.0
1651491660000,100.0
1651491720000,100.0
1651491780000,100.0
1651491840000,100.0
1651491900000,100.0
1651491960000,100.0
1651492020000,100.0
1651492080000,100.0
1651492140000,100.0
1651492200000,100.0
1651492260000,100.0
1651492320000,100.0
1651492380000,100.0
1651492440000,100.0
1651492500000,100.0
1651492560000,100.0
1651492620000,100.0
1651492680000,100.0
1651492740000,100.0
1651492800000,100.0
1651492860000,100.0
1651492920000,100.0
1651492980000,100.0
1651493040000,100.0
1651493100000,100.0
1651493160000,100.0
1651493220000,100.0
1651493280000,100.0
1651493340000,100.0
1651493400000,100.0
1651493460000,100.0
1651493520000,100.0
1651493580000,100.0
1651493640000,100.0
1651493700000,100.0
1651493760000,100.0
1651493820000,100.0
1651493880000,100.0
1651493940000,100.0
1651494000000,100.0
1651494060000,100.0
1651494120000,100.0
1651494180000,100.0
1651494240000,100.0
1651494300000,100.0
1651494360000,100.0
1651494420000,100.0
1651494480000,100.0
1651494540000,100.0
1651494600000,100.0
1651494660000,100.0
1651494720000,100.0
1651494780000,100.0
1651494840000,100.0
1651494900000,100.0
1651494960000,100.0
1651495020000,100.0
1651495080000,100.0
1651495140000,100.0
1651495200000,100.0
1651495260000,100.0
1651495320000,100.0
1651495380000,100.0
1651495440000,100.0
1651495500000,100.0
1651495560000,100.0
1651495620000,100.0
1651495680000,100.0
